,industry_AEL_3.1_pessimistic_full_grid,industry_AEL_3.1_pessimistic_energy_intensive_grid,industry_AEL_3.1_pessimistic_full_self-consumption,industry_AEL_3.1_optimistic_full_grid,industry_AEL_3.1_optimistic_energy_intensive_grid,industry_AEL_3.1_optimistic_full_self-consumption,industry_AEL_10_pessimistic_full_grid,industry_AEL_10_pessimistic_energy_intensive_grid,industry_AEL_10_pessimistic_full_self-consumption,industry_AEL_10_optimistic_full_grid,industry_AEL_10_optimistic_energy_intensive_grid,industry_AEL_10_optimistic_full_self-consumption,industry_PEM_3.1_pessimistic_full_grid,industry_PEM_3.1_pessimistic_energy_intensive_grid,industry_PEM_3.1_pessimistic_full_self-consumption,industry_PEM_3.1_optimistic_full_grid,industry_PEM_3.1_optimistic_energy_intensive_grid,industry_PEM_3.1_optimistic_full_self-consumption,industry_PEM_10_pessimistic_full_grid,industry_PEM_10_pessimistic_energy_intensive_grid,industry_PEM_10_pessimistic_full_self-consumption,industry_PEM_10_optimistic_full_grid,industry_PEM_10_optimistic_energy_intensive_grid,industry_PEM_10_optimistic_full_self-consumption
2019,0.0,0.0,0.0,0.0,0.0,-0.15197905197508688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,0.0,0.0,-0.1294774943078848,0.0,0.0,0.0,0.0,0.0,-0.1934713310330708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.0,0.0,0.0,0.0,0.0,-0.11038507601040126,0.0,0.0,0.0,0.0,0.0,-0.15246387734488287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0.0,0.0,0.0,0.0,0.0,-0.09252227703987859,0.0,0.0,0.0,0.0,0.0,-0.12563211602298174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,0.0,0.0,0.0,-0.07637375745040087,0.0,0.0,0.0,0.0,0.0,-0.10466113724871673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,0.0,0.0,0.0,0.0,0.0,-0.06085958342029052,0.0,0.0,0.0,0.0,0.0,-0.08640725333327481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,0.0,0.0,0.0,0.0,0.0,-0.04578895433139252,0.0,0.0,0.0,0.0,0.0,-0.06991446566163195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,0.0,0.0,0.0,0.0,0.0,-0.030856189356802455,0.0,0.0,0.0,0.0,0.0,-0.054943196398608674,0.0,0.0,0.0,0.0,0.0,-0.1562276835785117,0.0,0.0,0.0,0.0,0.0,0.0
2027,0.0,0.0,0.0,0.0,0.0,-0.0169981861987768,0.0,0.0,0.0,0.0,0.0,-0.04167061171838171,0.0,0.0,0.0,0.0,0.0,-0.11713813232064696,0.0,0.0,0.0,0.0,0.0,0.0
2028,0.0,0.0,0.0,0.0,0.0,-0.001440885576409534,0.0,0.0,0.0,0.0,0.0,-0.027801922530140688,0.0,0.0,0.0,0.0,0.0,-0.09108714804157869,0.0,0.0,0.0,0.0,0.0,0.0
2029,0.0,0.0,0.0,0.0,0.0,0.01740038502000263,0.0,0.0,0.0,0.0,0.0,-0.012902199402473946,0.0,0.0,0.0,0.0,0.0,-0.06961832713653748,0.0,0.0,0.0,0.0,0.0,-0.1041049111926724
2030,0.0,0.0,0.0,0.0,0.0,0.033070598027444165,0.0,0.0,0.0,0.0,0.0,0.00031698373530075763,0.0,0.0,0.0,0.0,0.0,-0.04923731856783142,0.0,0.0,0.0,0.0,0.0,-0.07271860039241085
2031,0.0,0.0,0.0,0.0,0.0,0.05182052357339595,0.0,0.0,0.0,0.0,0.0,0.012976071157883684,0.0,0.0,0.0,0.0,0.0,-0.0330420066349687,0.0,0.0,0.0,0.0,0.0,-0.052678270643584546
2032,0.0,0.0,0.0,0.0,0.0,0.06731559900183526,0.0,0.0,0.0,0.0,0.0,0.02388436143274264,0.0,0.0,0.0,0.0,0.0,-0.016898082358912547,0.0,0.0,0.0,0.0,0.0,-0.03634910912451994
2033,0.0,0.0,0.0,0.0,0.0,0.08245900450959143,0.0,0.0,0.0,0.0,0.0,0.03399675001007041,0.0,0.0,0.0,0.0,0.0,-0.0009617264093918498,0.0,0.0,0.0,0.0,0.0,-0.02213867605667741
2034,0.0,0.0,0.0,0.0,0.0,0.09003091399678986,0.0,0.0,0.0,0.0,0.0,0.04018662876691015,0.0,0.0,0.0,0.0,0.0,0.011652945332137898,0.0,0.0,0.0,0.0,0.0,-0.01044192519129472
2035,0.0,0.0,0.0,0.0,0.0,0.1037232603750955,0.0,0.0,0.0,0.0,0.0,0.04925236688918355,0.0,0.0,0.0,0.0,0.0,0.02717022296692151,0.0,0.0,0.0,0.0,0.0,0.001774873315023795
2036,0.0,0.0,0.0,0.0,0.0,0.11731378772135548,0.0,0.0,0.0,0.0,0.0,0.05803498742611435,0.0,0.0,0.0,0.0,0.0,0.04284779486611323,0.0,0.0,0.0,0.0,0.0,0.013278579675308766
2037,0.0,0.0,0.0,0.0,0.0,0.13107940398984863,0.0,0.0,0.0,0.0,0.0,0.06688336414743778,0.0,0.0,0.0,0.0,0.0,0.05896809932235203,0.0,0.0,0.0,0.0,0.0,0.024312429873634134
2038,0.0,0.0,0.0,0.0,0.0,0.1455883485187266,0.0,0.0,0.0,0.0,0.0,0.07565765468834362,0.0,0.0,0.0,0.0,0.0,0.07519907400834613,0.0,0.0,0.0,0.0,0.0,0.03514804594172416
2039,0.0,0.0,0.0,0.0,0.0,0.16098528429021863,0.0,0.0,0.0,0.0,0.0,0.08430797329500939,0.0,0.0,0.0,0.0,0.0,0.09224145006336126,0.0,0.0,0.0,0.0,0.0,0.04544129435731992
2040,0.0,0.0,0.0,0.0,0.0,0.17730278845751934,0.0,0.0,0.0,0.0,0.0,0.0926537232239979,0.0,0.0,0.0,0.0,0.0,0.11005066882700087,0.0,0.0,0.0,0.0,0.0,0.06150779394658046
2041,0.0,0.0,0.0,0.0,0.0,0.19539653951478408,0.0,0.0,0.0,0.0,0.0,0.10129328391174597,0.0,0.0,0.0,0.0,0.0,0.12929998040922497,0.0,0.0,0.0,0.0,0.0,0.0716228299677435
2042,0.0,0.0,0.0,0.0,0.0,0.2135171887322489,0.0,0.0,0.0,0.0,0.0,0.10952685191697209,0.0,0.0,0.0,0.0,0.0,0.15040905094114065,0.0,0.0,0.0,0.0,0.0,0.08122313957190186
2043,0.0,0.0,0.0,0.0,0.0,0.2323789397809901,0.0,0.0,0.0,0.0,0.0,0.11752735670075376,0.0,0.0,0.0,0.0,0.0,0.17354249667692168,0.0,0.0,0.0,0.0,0.0,0.09053021659929561
2044,0.0,0.0,0.0,0.0,0.0,0.25192948409141813,0.0,0.0,0.0,0.0,0.0,0.1253867430547635,0.0,0.0,0.0,0.0,0.0,0.1982713703080119,0.0,0.0,0.0,0.0,0.0,0.0998981062999662
2045,0.0,0.0,0.0,0.0,0.0,0.2716670276318911,0.0,0.0,0.0,0.0,0.0,0.13272061475948926,0.0,0.0,0.0,0.0,0.0,0.22515774675043687,0.0,0.0,0.0,0.0,0.0,0.10833557636811353
2046,0.0,0.0,0.0,0.0,0.0,0.2910292135787309,0.0,0.0,0.0,0.0,0.0,0.13950239558601996,0.0,0.0,0.0,0.0,0.0,0.25393831462862915,0.0,0.0,0.0,0.0,0.0,0.11612722060417169
2047,0.0,0.0,0.0,0.0,0.0,0.30878961225915846,0.0,0.0,0.0,0.0,0.0,0.14516584789440623,0.0,0.0,0.0,0.0,0.0,0.28354221325601325,0.0,0.0,0.0,0.0,0.0,0.12268827748819189
2048,0.0,0.0,0.0,0.0,0.0,0.323643236783524,0.0,0.0,0.0,0.0,0.0,0.14960395121104852,0.0,0.0,0.0,0.0,0.0,0.3123493849508694,0.0,0.0,0.0,0.0,0.0,0.12784495159602316
2049,0.0,0.0,0.0,0.0,0.0,0.33308585402684976,0.0,0.0,0.0,0.0,0.0,0.1520741711196305,0.0,0.0,0.0,0.0,0.0,-0.33246312521153687,0.0,0.0,0.0,0.0,0.0,0.13081622183228592
2050,0.0,0.0,0.0,0.0,0.0,0.37093912923303174,0.0,0.0,0.0,0.0,0.0,0.15846059971972148,0.0,0.0,0.0,0.0,0.0,-0.33246312521153687,0.0,0.0,0.0,0.0,0.0,0.1339385607700576
